Brand,Source,Published_Date,Combined_Text,Cleaned_Text,topic,topic_confidence,topic_group
Nykaa,The Times of India,2026-03-09T02:29:47Z,"IT department ropes in ‘eye in sky’ to probe agricultural land deals worth Rs 7,000 crore in and around Jaipur The IT department's investigative wing is probing nearly Rs 7,000 crore in agricultural land deals around Jaipur using satellite mapping to detect tax evasion. Around 110 individuals have been summoned for allegedly not disclosing significant land sale transa…",department ropes eye sky probe agricultural land deals worth rs crore around jaipur departments investigative wing probing nearly rs crore agricultural land deals around jaipur using satellite mapping detect tax evasion around individuals summoned allegedly disclosing significant land sale transa,discounts,1.0,Pricing Strategy
Nykaa,The Times of India,2026-03-09T02:28:28Z,"Elvish Yadav wishes Anurag Dhobal a speedy recovery amid the accident; says, ‘I hope jaldi thik hojaye’ YouTuber Anurag Dhobal, known as UK07 Rider, revealed his eight-month struggle and accused his parents of mental torture in a recent video and Instagram live. Several YouTubers and TV celebrities, including Elvish Yadav, Munawar Faruqui, and Aly Goni, have vo…",elvish yadav wishes anurag dhobal speedy recovery amid accident says hope jaldi thik hojaye youtuber anurag dhobal known uk rider revealed eightmonth struggle accused parents mental torture recent video instagram live several youtubers tv celebrities including elvish yadav munawar faruqui aly goni vo,other,0.8,Misc
Nykaa,The Times of India,2026-03-09T02:23:11Z,"Photo in hand, Bengal CM Mamata Banerjee flags ‘proof of who respects President’ Bengal CM Mamata Banerjee countered PM Modi's accusation of disrespecting the presidential chair by sharing a photo of him seated while President Murmu stood. She argued the state government had informed organizers of its inability to attend the Siliguri even…",photo hand bengal cm mamata banerjee flags proof respects president bengal cm mamata banerjee countered pm modis accusation disrespecting presidential chair sharing photo seated president murmu stood argued state government informed organizers inability attend siliguri even,regulation,1.0,Policy
Nykaa,The Times of India,2026-03-09T02:09:07Z,"For 23 years, 1st ride every time: Meet Anil Marwah, who never misses Day 1 journey on new Delhi Metro; clocks 41st ride Anil Marwah, a dedicated Metro rider, has never missed the inaugural ride of any new Delhi Metro line. The Magenta Line's fully elevated Deepali Chowk–Majlis Park section, featuring seven stations and three interchanges, is set to enhance connectivity in west…",years st ride every time meet anil marwah never misses day journey new delhi metro clocks st ride anil marwah dedicated metro rider never missed inaugural ride new delhi metro line magenta lines fully elevated deepali chowkmajlis park section featuring seven stations three interchanges set enhance connectivity west,other,0.8,Misc
Nykaa,The Times of India,2026-03-09T02:09:02Z,"BJP wants to replace Constitution with manifesto, says CM Mamata Banerjee; TMC women’s brigade protests LPG price hike & SIR West Bengal Chief Minister Mamata Banerjee declared that Bengal will lead the BJP's downfall, accusing the party of attempting to replace the Constitution with its manifesto. On International Women's Day, Trinamool supporters protested LPG price hikes and vot…",bjp wants replace constitution manifesto says cm mamata banerjee tmc womens brigade protests lpg price hike sir west bengal chief minister mamata banerjee declared bengal lead bjps downfall accusing party attempting replace constitution manifesto international womens day trinamool supporters protested lpg price hikes vot,other,0.8,Misc
Reliance Digital,Android Authority,2026-03-14T10:00:52Z,"My Pixel 10 Pro’s camera is too popular for its own good Google's Pixel phones have always had great cameras, and the Pixel 10 Pro cameras are so good that the Samsung users in my life want it.",pixel pros camera popular good googles pixel phones always great cameras pixel pro cameras good samsung users life want,other,0.8,Misc
Reliance Digital,Business Insider,2026-03-14T08:37:01Z,"Thousands of tech workers have left Israel in recent years. 3 of them told us war wasn't their only reason. As Israel's tech sector started growing in the '90s, so too did the number of its tech workers and its reliance on the industry. War, politics, and the cost of living are driving people out.",thousands tech workers left israel recent years told us war wasnt reason israels tech sector started growing number tech workers reliance industry war politics cost living driving people,other,0.8,Misc
Reliance Digital,Khabarhub.com,2026-03-14T07:45:32Z,"Social Media, algorithms, and deepfakes shaped Nepal’s election: Dr. Bhattarai NEW DELHI: Former Prime Minister Dr. Baburam Bhattarai has highlighted the growing influence of social media, misinformation, and deepfakes on Nepal’s recent House of Representatives election held on March 5. Speaking at the NXT 2026 Global Summit in New Delh…",social media algorithms deepfakes shaped nepals election dr bhattarai new delhi former prime minister dr baburam bhattarai highlighted growing influence social media misinformation deepfakes nepals recent house representatives election held march speaking nxt global summit new delh,technology,1.0,Innovation
Reliance Digital,Lifesciencesworld.com,2026-03-14T07:27:09Z,"How can I identify a bird I took a picture of? How Can I Identify a Bird I Took a Picture Of? Confused by a feathered friend captured in your camera roll? This article breaks down the process, demonstrating how you can identify a bird you’ve photographed using a variety of methods, from traditional field …",identify bird took picture identify bird took picture confused feathered friend captured camera roll article breaks process demonstrating identify bird youve photographed using variety methods traditional field,other,0.8,Misc
Reliance Digital,The Times of India,2026-03-14T02:49:01Z,"Quote of the day by Cameron Diaz: 'Convenience is not an acceptable foundational value for society. It’s a disease': Lessons on pitfalls of comfort from Hollywood diva Actress Cameron Diaz cautions against over-reliance on convenience. She believes a society prioritizing ease over effort can become weak. Diaz's career spans decades, from modeling to blockbuster films like Charlie's Angels and Shrek. After a break, she retur…",quote day cameron diaz convenience acceptable foundational value society disease lessons pitfalls comfort hollywood diva actress cameron diaz cautions overreliance convenience believes society prioritizing ease effort become weak diazs career spans decades modeling blockbuster films like charlies angels shrek break retur,technology,1.0,Innovation
Reliance Digital,Leadpages.com,2026-03-14T00:53:34Z,"Digital Marketing Solutions | Leadpages Grow your brand with powerful Digital Marketing Solutions. Reach the right audience, boost engagement, & drive results with data-driven strategies.",digital marketing solutions leadpages grow brand powerful digital marketing solutions reach right audience boost engagement drive results datadriven strategies,other,0.8,Misc
Reliance Digital,Marketveep.com,2026-03-13T22:42:27Z,4 Essential B2B Marketing Trends 2022 for Manufacturing Executives Discover essential B2B marketing trends for 2022 tailored for manufacturing executives.,essential bb marketing trends manufacturing executives discover essential bb marketing trends tailored manufacturing executives,technology,1.0,Innovation
Reliance Digital,GlobeNewswire,2026-03-13T21:37:00Z,"Blast Proof David's Shield Claims Evaluated: 2026 Consumer Research Report Examining EMP Preparedness Planning, Grid Resilience Concerns, and Public Information About the BlastProof Guide Amid Recent U.S.-Iran Escalation EMP preparedness guide BlastProof David's Shield examined in 2026 consumer research report amid recent U.S.-Iran escalation and grid resilience concerns....",blast proof davids shield claims evaluated consumer research report examining emp preparedness planning grid resilience concerns public information blastproof guide amid recent usiran escalation emp preparedness guide blastproof davids shield examined consumer research report amid recent usiran escalation grid resilience concerns,technology,1.0,Innovation
Reliance Digital,GlobeNewswire,2026-03-13T20:05:00Z,"Agero Enters into Agreement to Acquire Urgently, for $5.50 in Cash Per Share, Expanding Tech-Driven Roadside Assistance Across Automotive, Fleet, Rental, and Insurance Markets Acquisition combines Urgently and Agero’s industry-leading technology and scale to enhance experiences for automakers, insurers, mobility and service providers Acquisition combines Urgently and Agero’s industry-leading technology and scale to enhance experien…",agero enters agreement acquire urgently cash per share expanding techdriven roadside assistance across automotive fleet rental insurance markets acquisition combines urgently ageros industryleading technology scale enhance experiences automakers insurers mobility service providers acquisition combines urgently ageros industryleading technology scale enhance experien,technology,1.0,Innovation
Reliance Digital,GlobeNewswire,2026-03-13T20:05:00Z,"Signing Day Sports Stockholders Approve Previously Announced Business Combination with BlockchAIn Digital Infrastructure at Today’s Special Meeting of Stockholders Closing expected on March 16, 2026  BlockchAIn Inc. common stock is expected to begin trading on the NYSE American under the ticker symbol “AIB” on March...",signing day sports stockholders approve previously announced business combination blockchain digital infrastructure todays special meeting stockholders closing expected march blockchain inc common stock expected begin trading nyse american ticker symbol aib march,technology,1.0,Innovation
Tata Cliq,The Times of India,2026-02-28T17:40:59Z,"How Gen X’s favourite gadgets like flip phones, wired earphones are finding a new set of fans: Gen Z According to media reports, retailers in the UK reported that CD/MP3 player sales were up roughly 44% since July (year-on-year) and spiked 225% over Black Friday last season, while pointand-shoot cameras, a category overlapping with early digital and film pho…",gen xs favourite gadgets like flip phones wired earphones finding new set fans gen z according media reports retailers uk reported cdmp player sales roughly since july yearonyear spiked black friday last season pointandshoot cameras category overlapping early digital film pho,discounts,1.0,Pricing Strategy
